company_name,percent
Quality Lenders Inc,20
Quality Loan Service Corporation,98.009999999999991
"Quality Recovery Services, Inc.",82.35
Quality S Investments,100
"Quality Title, Inc.",100
Quall Cardot LLP,86.67
Quantum Accounts Receivable Management Services Inc.,100
Quantum Leap Mortgage Corporation,0
Quantum Servicing Corporation,86.11
"Quantum3 Group, LLC",66.67
"Quick Bridge Funding, LLC",60
Quick Debt Services LLC,50
"QuickClick Loans of Illinois, LLC",93.100000000000009
Quik Fund Inc.,33.33
R & B Corporation of Virginia,97.5
"R & R Collection Service, Inc.",96.67
"R J Baucum Enterprises, Inc.",62.960000000000008
"R&R Medical Billing, Inc.",100
"R&R Professional Recovery, Inc.",97.22
"R.A.Rogers, Inc.",98.350000000000009
R.C. Temme Corporation,100
"R.M. Galicia, Inc.",98.3
"R.M. Jackson & Associates, P.C.",50
"R.T.R. Financial Services, Inc.",90.91
R3 Processing,100
"RAB PERFORMANCE RECOVERIES, LLC",92
"RAB, INC.",93.02
"RABOBANK, NATIONAL ASSOCIATION",100
RADIUS FINANCIAL GROUP INC.,100
"RAM America, Inc",100
RANDOLPH-BROOKS FEDERAL CREDIT UNION,99.339999999999989
RANGE CREDIT BUREAU INC,100
"RANLife, Inc.",100
RANTAX INC,100
"RAS LaVrar, LLC",84.509999999999991
"RAYBOUN MULLIGAN, PLLC",100
RAYMOND JAMES BANK,100
RC Willey,100
"RCO Hawaii, LLLC",71.43
"RCO Legal, P.S.",77.78
"RCS Capital Partners, Inc.",66.67
"RCS Recovery Services, LLC",85.71
"RD Fuller Company, LLC",60
RDK Collections Inc.,75
READY MORTGAGE LENDERS LLC,100
REARDEN S INCORPORATED,100
REDEMPTION FINANCIAL SERVICES LLC dba NATIONAL AUTO ACCEPTANCE,100
REDWOOD MORTGAGE INVESTORS,0
REGENCY MORTGAGE CORP.,100
REGIONS FINANCIAL CORPORATION,98.33
"REISENFELD & ASSOCIATES LPA, LLC",100
"RELIABLE FINANCIAL SERVICES, INC.",42.86
RELIANCE FIRST CAPITAL LLC,95.92
REMAX,84.61999999999999
RENASANT CORPORATION,100
"REPORTS, INC.",100
"REPUBLIC MORTGAGE HOME LOANS, LLC",33.33
RESIDENTIAL HOME FUNDING CORP.,89.66
RESIDENTIAL MORTGAGE CORP,50
RESIDENTIAL WHOLESALE MORTGAGE,100
"RESMAC, INC.",71.43
RESOCORE ASSET MANAGEMENT,66.67
RESOURCE PRO,75
RESPONSIVE MORTGAGE CORPORATION,100
RETAIL MERCHANTS ASSOCIATION OF LUBBOCK,100
REVERSE MORTGAGE INVESTMENT TR,99.21
"REVERSE MORTGAGE USA, INC.",0
REVERSE e MORTGAGE LLC Dba CrossPoint Funding,100
"RFNA, LP",98.47
"RGL Associates, Inc.",92.86
"RGS Financial, Inc.",94.710000000000008
RGV Loans LLC,100
"RHF Commercial Capital, LLC",0
RIA FINANCIAL,90.710000000000008
"RICHLAND HOLDINGS, INC.",70.42
"RIGHT START MORTGAGE, INC.",43.75
RJM ACQUISITION LLC,94.22
RK Chevrolet Subaru,100
RLB Texas Auto Center LLC,100
RMA Credit Association,97.37
"RMB, Inc.",97.92
"RMCN Credit Services, Inc.",50
"RMI Services, LLC",40
RMK Financial Corp,50
"RMR FINANCIAL, INC",33.33
"RMS-Recovery Management Services, Inc.",99.28
"RNN Group, Inc",62.5
"ROAD Auto Finance, LLC",100
ROBERT TIMMS AND ASSOCIATES INC.,50
ROBERTSON ANSCHUTZ VETTERS,100
ROBINHOOD MARKETS INC.,55.21
"ROC Asset Solutions, LLC",25
"ROCKFORD MERCANTILE AGENCY, INC.",81.25
ROCKY MOUNTAIN MORTGAGE COMPANY,100
ROCKY POINT CAPITAL LLC,0
ROLS INC,100
ROSS MORTGAGE CORPORATION,71.43
"ROWLETT MORTGAGE LENDING, LTD",0
ROYAL UNITED MORTGAGE LLC,92.589999999999989
RP FUNDING INCORPORATED,97.53
RP Field Services LLC,100
RPT Recovery Authority LLC,0
RR Resource-Recovery,79.17
RRD Financial LLC,100
"RS Clark and Associates, Inc.",83.43
"RSB Equity Group, LLC",84.61999999999999
"RSH & Associates, LLC",97.26
"RSI Enterprises, Inc.",100
RSR & ASSOCIATES INC.,0
"RSVP Lending, LLC dba RSVP Loans",100
RUEDY & STITES ADVERTISING COMPANY,100
"RUI Credit Services, Inc.",88.24
RUOFF MORTGAGE,96.97
"RUPP AND ASSOCIATES, INC.",100
"RUSH COLLECTIONS AGENCY, CORP.",50
RUSHMORE LOAN MANAGEMENT SERVICES LLC,99.5
"RUSSELL, MIRKOVICH & MORROW",100
RWLS Mortgage LLC,0
"Radiant Title, LLC",0
Radius Global Solutions LLC,99.92
"Ragan & Ragan, PC",92
"Rainier Collection Services, Inc.",50
"Rainier Financial Group, LLC",87.5
Ralis Services Corporation,100
"Randolph Walzer & Associates, LLC",100
"Randolph, Boyd, Cherry and Vaughan",100
Rapid Auto Loans LLC,41.38
"Rapid Collection Systems, Inc.",0
"Rapid Investments Holdings, Inc",100
Rapid Mortgage Company,60
Rapid Mortgage Funding Inc.,83.33
"Rapidly Financial, Inc.",0
Rapture Technology,100
"Ratchford Law Group, P.C.",50
"Rate Plus, Inc.",100
"Rate Rabbit, Inc.",100
RateBeat LLC,100
RateGenius Loan Services Inc,100
"Rauch-Milliken International, Inc.",84.850000000000009
Rausch Sturm LLP,100
"Rausch, Sturm, Israel, Enerson & Hornik, LLP",97.63
"Ray Klein, Inc.",98.97
Ray Skillman Chevrolet Inc,100
Ray Skillman Ford Inc,50
Ray Skillman GMC Truck Inc,66.67
Ray Skillman Northeast Buick GMC Truck Inc,100
Ray Skillman Westside Imports Inc,100
"Razor Capital, LLC",76.559999999999988
Reach Financial LLC,100
Ready Capital Corporation,50
"Real Estate Equity Exchange, Inc. d/b/a Unison",100
Real Estate Solutions,0
"Real Pay, Inc",100
"Real Property Business Services, Inc.",0
Real Property Title Group LLC,100
"Real Time Group, Inc.",90.16
"Real Title Agency, LLC",100
"Reali, Inc.",100
"Reax Capital, LLC",0
Receivable Asset Management,70.59
"Receivable Collection Services, LLC",77.78
"Receivable Management Group, Inc. (GA)",99.11
Receivable Management Inc.,100
Receivable Recovery Partners LLC,100
"Receivable Recovery Services, LLC",93.56
Receivable Solutions LLC,100
"Receivable Solutions Specialist, Inc.",69.44
"Receivable Solutions, Inc.",90.13
Receivables Management Associates,90.91
"Receivables Management Associates, Inc.",100
Receivables Management Corporation,99.19
Receivables Management Corporation of America,96.88
"Receivables Management Group, Inc. (MN)",73.08
"Receivables Management Partners, LLC",92.95
"Receivables Outsourcing, Inc.",89.89
"Receivables Performance Management, LLC",95.43
"Recheck, Inc",50
"Recovco Mortgage Management, LLC",88.89
Recovery Ace Inc,100
Recovery Management Solutions LLC,100
"Recovery One, LLC",99.19
"Recovery Partners, LLC",78.69
"Recovery Solutions Group, LLC",55.13
Recreational Holdings Corp.,100
Red Bishop LLC,85.71
Red Cedar Associates LLC,68.179999999999993
"Red Cedar Services, Inc",93.85
"Red Mortgage, Inc.",100
"Red River Collection Company, Inc.",25
Red River Collections Inc.,100
Red Rock Financial of Cedar City,100
Red Rock Mortgage & Lending LLC,50
Red Target LLC,75
Red Tree Mortgage LLC,100
RedBrick Financial Group Inc.,87.5
Redfin Corporation,40
"Redfin Mortgage, LLC",100
Rediger Investment Corporation,100
"Redstone Funding, LLC",0
Reel Time Capital LLC,92.31
Reese Law Group,100
"Regional Acquisition Group, Inc.",60
"Regional Collection Services, Inc.",75
Regional Credit Solutions,26.669999999999998
Regional Management Corporation,97.570000000000007
Regional Mediation Associates LLC,50
Regional Processing Services,22.73
Regional Recovery Services,100
Regional Trustee Services Corporation,83.33
Registered Mediation Associates LLC,25
"Reimer, Arnovitz, Chernek &Jeffrey Co., LPA",100
ReliaMax Holding Company,55.559999999999995
"Reliable Auto Finance, Inc.",100
"Reliable Credit Association, Inc.",100
Reliance Exchange Group,63.33
Reliance Motor Credit LLC,100
"Reliant Capital Solutions, LLC",97.89
Reliant Financial Corporation,52.94
"Reliant Home Funding, Inc.",100
"Relin, Goldstein & Crane, LLP",95.83
"Remex, Inc.",99.19
Remit Corporation,100
"Remitly, Inc.",94.53
Renew Financial Holdings Inc,88.24
"Rent Recover, LLC",36.42
Rent Recovery Solutions,99.26
"RentDebt Automated Collections, LLC",98.1
"Rental Kharma, Inc",33.33
Renton Collections Inc.,56.95
Repair Like A Pro LLC,100
"Republic Credit Indemnity Companies, Inc.",100
Republic State Mortgage Co.,100
"Rescue 1 Financial, LLC",66.67
"ResidentCheck, Inc.",100
"ResidentCollect, Inc.",57.609999999999992
Residential Bancorp,100
Residential Credit Opportunities Trust,0
"Residential Credit Solutions, Inc.",78.77
Residential Finance Corporation (Closed),90
Residential Funding Consultants LLC,100
Residential Home Mortgage Corporation,100
"Residential Mortgage Services Holdings, Inc.",93.75
"Residential Mortgage Solutions, Inc.",75
Residential Title & Escrow Co,100
"Resolute Credit, LLC",33.33
"Resolve Partners, LLC",84.91
Resolve Solution Services Corporation,66.67
Resource Management Group,30.769999999999996
Resource Marketing Corp. LLC,100
"Results Mortgage, LLC",100
"Results Unlimited, Inc.",40.38
"Results! Dental Collection Services, LLC",100
"Resurgence Capital, LLC",100
"Resurgence Financial, LLC",100
"Resurgence Legal Group, PC",95.12
Resurgent Capital Services L.P.,99.9
Retail Merchants Associates,85.09
"Retail Recovery Service N. J., Inc.",100
"Retailers' Credit Association of Grass Valley, Inc.",50
Retention Consulting Services Inc.,50
"Retrieval-Masters Creditors Bureau, Inc., Elmsford, NY Branch",92.39
"RevCrest, Inc.",87.5
"RevMD Partners, LLC.",97.83
"RevSolve, Inc.",89.16
"Revco Management, LLC",96.1
Revenue Assistance Corporation dba Revenue Group,99.429999999999993
Revenue Assurance Professionals LLC,96.509999999999991
"Revenue Collection Bureau, Inc.",20
"Revenue Cycle Associates, Inc.",100
Revenue Cycle Management,0
Revenue Cycle Management Corp,85.71
"Revenue Enterprises, LLC",81.54
Revenue Recovery Bureau (Closed),100
Revenue Recovery Corporation,94.44
Revenue Recovery Systems,0
"Revenue Systems, Inc.",100
"Reverse Mortgage Solutions, Inc.",91.19
"Reverse Mortgages.com, Inc.",100
Revol Collections Ltd,100
Revolut Technologies Inc.,97.03
Revolution Financial Inc.,92
Rhode Island Housing and Mortgage Finance Corporation,90
Rhode Island Student Loan Authority,95
"Rhodes, Kelly Assoc Inc",100
"Rhojo Enterprises, LLC",44
Ricardo A. Gonzalez dba Performance Elite Lending,0
Ricart Financial Services,100
"Richard A. Abrams, Attorney at Law",100
Richard A. Weidel Corporation,100
"Richard B. Maner, P. C.",33.33
"Richard D. London & Associates, P.C.",100
Richard H. Kream,85.71
"Richard J. Boudreau & Associates, LLC",53.33
"Richard J. Murphey, Attorney at Law",0
"Richard P. Joblove, P.A.",0
"Richard Sokoloff, Attorney At Law",53.190000000000005
Richard Stone & Associates,100
"Richard T. Smith, PC dba Smith Cavin & Corbin, LLC",100
Richland Bureau of Credits Medical Service Bureau Inc.,100
"Rickart Collection Systems, Inc.",98.08
"Ridge & Valley Realty, Inc.",100
Ridgeway Advisory Group LLC,71.43
Riehlman Shafer and Shaw LLC,100
"Riexinger & Associates, LLC",33.33
"Right Key Mortgage, LLC",100
Ripple Labs Inc.,100
"Risecredit, LLC",93.77
"River City Finance Co., Inc.",0
"River City Financial, LLC",100
River City Mortgage LLC,80
"River Ridge Financial Solutions, LLC",50
"Riverside Mortgage Group, LLC",0
"Riverstone Law, LLC",100
Rivertown Credit LLC,100
"Riverview Law Office, PLLC",83.33
Riverwalk Financial CORPORATION,30
Riverwalk Financial Corporation,74.88
Rno Partners Limited,100
"Roach & Murtha, P.C.",82.61
"Road Runner Collection Services, Inc.",55.559999999999995
"Roadrunner Account Services, LLC",100
Robert E. Lee Attorney At Law,100
Robert Homfeld Credit Trust,100
"Robert L. Tankel, P.A.",0
"Robert P. Tomasso Mortgage Company, Inc",100
"Robert W. Warner & Associates, P.C.",100
"Roberts Law, LLC",20
Roberts Markel Weinberg Butler Hailey PC,100
Robinson & Associates,45.45
Robinson & Hoover,100
"Robinson, Reagan and Young PLLC",59.419999999999995
Roc Capital Holdings LLC,100
"Rochester Home Equity, Inc",90
"Rock Creek Capital, LLC",100
Rock Holdings Inc.,100
RockLoans Holdings LLC,100
"Rocket Mortgage, LLC",99.08
"Rockport Holdings, LLC",100
Rocky Mountain Capital Management,94.740000000000009
Rocky Mountain Recovery Group,20.69
"Rocky Mountain Service Bureau, Inc",0
Rodenburg LLP,100
"Rodriguez Fernandez Law Offices, LLC",20
"Rogers, Carter & Payne, LLC",100
"Rogers, Morris & Ziegler, LLP",50
"Rolfe & Lobello, P.A.",83.33
"Romain Automotive, LLC",100
"Ronald B. Rich & Associates, PLC",75
"Ronald H. Reynolds, Inc.",80
"Roosen, Varchetti & Olivier, PLLC",100
"Roost Lending, Inc.",100
Roquemore Holdings LLC,78.57
"Rose & Associates, LLC.",64.710000000000008
Rose Agency Inc.,100
Roseberry Inc.,100
Rosebud Economic Development Corporation,97.05
"Rosen & McCarthy, LLP.",100
"Rosen Harwood, P.A.",100
"Rosen Legal, LLC",100
Rosen Management Services Inc.,81.820000000000007
Ross Financial Recovery Group,83.33
"Ross Morgan & Associates, LLC",100
"Ross, Stuart & Dawson Inc",33.33
"Rossi Law Offices, Ltd",92.86
Rossman & Co & PCB,25
Rothberg Logan & Warsco LLP,100
"Rothman Evans, P.C.",75
Rothstein Acquisitions LLC,83.33
Round Two Recovery,76.67
"Round Up Ventures, L.P.",100
RoundPoint Mortgage Servicing Corporation,98.67
Routhmeir Sterling Inc.,0
"Rowland Avenue Management, Inc. A/KA Columbia Debt Recovery, LLC d/b/a Genesis",95.89
Royal Pacific Funding Corporation,87.88
Royalty Management Corporation,100
Roycroft Management,24.07
"Rozlin Financial Group, Inc.",96.73
"Rubin & Debski, P.A.",21.43
"Rubin & Rothman, LLC",100
"Rubin & Yates, LLC",14.000000000000002
"Rubin Lublin, LLC",100
RumbleOn Finance LLC,100
"Rushmore Service Center, LLC",96.88
"Russell Collection Agency, Inc",97.37
Russell P Goldman PC,100
"Russell W Richardson, Attorney at Law",35.56
"S & S Recovery, Inc.",92.31
S Foreman & Associates Inc,100
"S&N Debt Solutions, LLC",100
"S&S Physician Services, Inc.",73.33
S&S Professionals LLC,0
S.B.S. Trust Deed Network,100
"S.O.S. Loans, Inc.",100
"S.S. Sampliner & Co., Inc.",100
"SACOR FINANCIAL, INC",100
"SAMC Honebee TRS, LLC",84.61999999999999
SAMUEL I WHITE PC,100
SAN DIEGO COUNTY CREDIT UNION,100
"SANDY SPRING BANCORP, INC.",100
"SANFORD & ADAMS, Attorneys at Law PLLC",100
SANTANDER BANCORP,100
"SANTANDER BANK, NATIONAL ASSOCIATION",94.53
"SANTANDER HOLDINGS USA, INC.",99.929999999999993
"SB Holdings, Inc.",92.86
SBG Financial,100
SC Opportunity Fund LLC,50
"SCA Collections, Inc.",97.45
SCENIC OAKS FUNDING,50
SCHOOLSFIRST FEDERAL CREDIT UNION,100
SCOTTRADE BANK,96.98
SCS Credit Corporation,100
"SCSM, Inc. dba ABC Collectors, Inc.",100
SCV Inc.,100
SE Capital Corp dba Credito Familiar,100
"SEB Legal, LLC",0
SECURITY CREDIT SYSTEMS INC,100
SECURITY FINANCE CORP,96.27
"SECURITY NATIONAL TITLE AND ESCROW, LLC",100
SECURITY SERVICE FEDERAL CREDIT UNION,100
"SELECT PORTFOLIO SERVICING, INC.",99.47
"SELFi, Inc.",100
"SELLING SOURCE, LLC",100
"SEMPER HOME LOANS, INC",62.5
SENTE MORTGAGE,66.67
"SERVICE 1ST MORTGAGE, INC.",100
SERVICELINK LOSS MITIGATION SERVICES,93.33
"SERVICEMAC, LLC",100
"SERVISFIRST BANCSHARES, INC.",100
SET Financial Corporation,94.12
SETERUS INC,100
SETTLEMENT CORP,0
"SF VAGO, LLC",100
"SF-ALP, LLC",100
SFMC L.P.,88.89
"SFS, Inc",96.92
SG and Associates,65.22
SHABANA MOTORS,100
SHAPESHIFT AG,50
"SHAPIRO LAW OFFICE, PC",100
"SHARP COLLECTIONS, INC",100
"SHD Legal Group, P.A.",100
"SHM Holdings, LLC",100
SI Mortgage Comapny Co.,100
SIBCY CLINE MORTGAGE SERVICE,50
SIERRA PACIFIC MORTGAGE,94.66
SIGNATURE MORTGAGE CORPORATION,66.67
SILVERGATE CAPITAL CORPORATION,100
"SIMM Associates, Inc.",96.14
SIMMONS FIRST NATIONAL CORPORATION,100
SIMPLE CAR TITLE LOANS INC,100
"SINGLETARY & THRASH-JACKSON, P.A.",40
SIRVA WORLDWIDE INC.,75
"SIRY INC., DBA SIRY AUTO GROUP",100
"SKO Brenner American, Inc.",100
"SKY FINANCIAL SERVICES, INC.",100
SL Finance LLC,100
SLM CORPORATION,99.94
"SM Law, PC",100
"SMART Payment Plan, LLC",100
"SMB Enterprises, LLC",100
"SMI Lending, Inc.",100
"SML Capital, Inc.",100
SMS Check Recovery LLC,0
"SMS Financial, LLC",100
SN SERVICING CORPORATION,90.57
"SOFTGATE SYSTEMS, INC.",0
"SOUND MORTGAGE, INC.",33.33
SOUTH BAY ACCEPTANCE CORPORATION,100
"SOUTH EXCHANGE, INC",100
SOUTHEAST MORTGAGE OF GA INC,61.539999999999992
SOUTHERN CASCADES FINANCE CORPORATION,100
SOUTHERN FUNDING ALLIANCE USA,100
SOUTHERN TRUST MORTGAGE LLC,86.67
"SOUTHPOINT FINANCIAL SERVICES, INC.",33.33
"SOUTHSTATE BANK, N.A. - 520 GERVAIS STREET BRANCH",100
SOUTHSTATE CORPORATION,100
SOUTHWEST COLLECTION SERVICES INC.,100
"SOUTHWEST FUNDING, LP",63.639999999999993
"SPP, Inc.",100
SQUARETWO FINANCIAL CORPORATION,97.97
"SRA Associates, Inc.",100
"SSI GROUP, INC",0
ST. JAMES MORTGAGE CORP.,0
STANDARD MORTGAGE CORPORATION,95.309999999999988
STAR ONE CREDIT UNION,100
STARBOARD FINANCIAL MANAGEMENT,100
STATE BANK OF INDIA - NEW YORK BRANCH,100
STATE EMPLOYEES CREDIT UNION,98.64
"STATE FARM BANK, FSB",98.39
STATE LAW GROUP,0
STATE STREET BANK AND TRUST COMPANY,97.3
STATEWIDE AUTO SALES,100
STEPHEN D LANDAU,100
STERLING BANCORP,98.550000000000011
"STERLING JEWELERS, INC.",100
STEWARD FINANCIAL SERVICES LLC,0
STIFEL FINANCIAL CORP.,100
"STL HOLDING COMPANY, LLC",100
STME LLC,100
STOCKTON MORTGAGE,100
STONEGATE MORTGAGE CORPORATION,92.99
"STONELEIGH RECOVERY ASSOCIATES, LLC",89.1
STREETER BROTHERS MORTGAGE CORPORATION,50
STUDENT ASSISTANCE FOUNDATION,59.260000000000005
"SUBURBAN MORTGAGE, INC.",100
"SUCCESS MORTGAGE PARTNERS, INC",100
SUISSE BANCORP,100
"SUMMIT FUNDING, INC.",92.11
SUMMIT MORTGAGE CORPORATION,100
SUMMIT TITLE SERVICES CORP.,100
SUN AMERICAN MORTGAGE,100
"SUN FINANCE COMPANY, LLC",87.5
SUN LOAN COMPANY INC.,96.3
"SUN WEST MORTGAGE COMPANY, INC.",97.08
SUNCOAST CREDIT UNION,99.539999999999992
"SUNRISE CREDIT SERVICES, INC",99.81
SUNSTREET MORTGAGE LLC,100
"SUNTRUST BANKS, INC.",99.94
SUPERIOR DEBT RECOVERY LLC,100
SVB FINANCIAL GROUP,93.75
SVI Group Inc.,0
"SW Linear Investment Group, LLC",28.57
SYNCHRONY FINANCIAL,99.960000000000008
"SYNERGY ONE LENDING, INC.",95.240000000000009
"Sa-Vit Enterprises, Inc.",100
"Saale & Bailey, LLC",0
"Saban Consulting Group, Inc.",100
"Sabatina & Associates, P.C.",0
Saddleback Acceptance Corporation,100
Safe Financial Group LLC,100
"Sagal, Filbert, Quasney & Betten, P. A.",100
"Sago Financial, Inc.",100
Saint Services LLC,100
"Saints Recovery Group, Inc.",50
"Salander Enterprises, LLC",100
Salary Finance Inc,100
Salmon Law Firm PLLC,0
"Salter Enterprises, Inc.",100
Sammamish Mortgage Company,100
Samsa Technologies Inc,0
Samuel Whitaker & Associates LLC,28.57
"SandP Solutions, Inc.",95.240000000000009
Sands Recovery Group,0
Santander Consumer USA Holdings Inc.,99.94
Santo Domingo Motors Inc.,0
"Sapphire Marketing Group, Inc.",100
"Sarasota CCM, Inc.",33.33
Sarma,92.73
"Savvy Money, Inc.",100
"Sawaya, Rose, McClure & Wilhite, P.C.",100
"Sawko & Burroughs, P.C.",100
"Schachter Portnoy, L.L.C.",92.86
"Scheer, Green & Burke L.P.A.",55.93
Scherr & McClure,95.45
"Schiller & Adam, P.A.",100
"Schiller & Knapp, LLP",100
Schneiderman & Sherman P.C.,100
Schreiber Law LLC,100
"Schrier & Tolin, LLC",60
"Schrier, Tolin and Wagman, LLC",100
Schukei Chevrolet Volkswagen,0
Scoreably,100
"Scott & Goldman, Inc.",100
Scott Fetzer Financial Group Inc.,86.539999999999992
Scott Kroner PLC,100
"Scott Lowery Law Office, P.C.",93.94
"Scott and Goldman, Inc.",0
Scott-Roberts and Associates LLC,100
Scott’s Jewelry & Pawn Inc.,100
"Scout Mortgage, Inc.",100
"Scratch Financial, Inc.",83.33
"Scratch Services, Inc.",68.75
Screening Reports Inc.,2.11
Searay Portfolio Management,85.71
"Search ROI, LLC",100
"Seashine Financial, LLC",100
Seaside Trustee Inc.,100
Seasons Collection Service,100
"Seattle Service Bureau, Inc",81
Seben Hospitality Investments LLC,85.71
Sebrite Financial Corporation,66.67
"Second Alliance, Inc.",100
"Second Chance Collections, LLC",100
"Second Round Limited Partnership, Austin, TX Branch",93.600000000000009
"Secure Capital Management, Inc.",62.5
"Secure Financial Services, Inc. D/B/A Secure Mortgage Company",100
Secure Lending Incorporated,100
Secure One Capital Corporation,61.11
Secure One Financial Inc.,100
Secured Marketing Concepts Corporation,100
"Secured Resolutions, LLC",86.67
Securitas Financial Inc,33.33
"Security Auto Loans, Inc.",30
Security Capital Funding Corp.,100
Security Credit Corporation,100
"Security Credit Services, LLC",98.98
Security Mortgage Corporation,100
Security National Automotive Acceptance,100
Security National Financial Corp,98.08
SecurityNational Mortgage Company,94.44
"Seed Consulting, LLC",66.67
"Segan, Mason & Mason, P.C.",50
"Seidberg Law Offices, P.C.",100
"Select Financial Services, Inc.",0
"Select Management Resources, LLC",95.8
"Select One Mortgage, Inc.",100
Select Resource Group,27.27
Selene Finance LP,99.06
Selene Holdings LLC,99.02
Self Financial Inc.,90.69
Self Lender Inc,64.38000000000001
"Selip & Stylianou, LLP",99.52
Senex Services Corp.,77.58
"Sensible Auto Lending, LLC",82.76
Sentrix Financial Services,0
Sentry Abstract Co.,100
"Sentry Credit, Inc.",90.16
"Sentry Recovery and Collections, Inc.",97.2
"Sequium Asset Solutions, LLC",98.08
Sequoia Financial Services,96.09
Servatus Corporation,100
"Service Bureau, Inc.",89.47
"Service Finance Holdings, LLC",99.41
"Service Investment Company, Inc.",100
"Servion, Inc.",75
"Servis One, Inc., Titusville, PA Branch",97.289999999999992
"Sessoms & Rogers, P.A.",98.440000000000012
"Seterus, Inc.",99.69
Seth L. Goldner PC,0
Settle It Inc.,100
Sezzle Inc.,22.939999999999998
"Shapiro, DiCaro & Barak, LLC",80.77
"Sharinn & Lipshie, P.C.",88.89
"Sharpe Mortgage Lending Services of Georgia, Inc.",100
Shea Mortgage Inc.,28.57
"Shechtman Halperin Savage, LLP",100
"Shellpoint Partners, LLC",99.11999999999999
"Shenandoah Legal Group, P.C.",0
Sher & Shabsin PC,100
"Sherloq Group, Inc",97.67
"Shermeta Law Group, PLLC",100
Shop Your Own Corp,100
Shore View Financial Partners Inc.,0
Sibbett Auto Sales LLC,100
Sierra Credit Corp,66.67
Sierra Holdings LLC,78.57
Siggi LLC,99.050000000000011
"Sign on the Line, Inc.",100
Signature Bank (NY),100
Signature Finance Company,100
Signature Home Lending Inc,100
Signature Mortgage Inc of Indiana,100
"Signature Performance Tiburon, LLC",100
Sigue Corp.,89.66
"Silver Cloud Financial, Inc",0
"Silverman Theologou, LLP",100
"Silvermine Ventures, LLC",0
Simon PLC Attorneys & Counselors,100
"Simon's Agency, Inc.",96.49
"Simple Cash Loans, Inc.,",77.78
Simple Loans,100
Simple Solutions Credit & Debt Consulting Inc.,0
"SimpliFast Lending, LLC",100
"Simpson Law Firm, P.A.",100
"Simpson, Uchitel & Wilson, LLP",100
"Sindeo, Inc.",66.67
SinglePoint GI,99.1
Sir Finance Corp,80
Siwell Inc,92.11
"Skagit Bonded Collectors, LLC",100
Sklar Law LLC,61.539999999999992
"Skopos Financial, LLC",90.649999999999991
"Skrill USA, Inc.",82.26
"Sky Blue Financial Services, Inc.",100
"Sky Bridge Financial, LLC",100
"Sky Group USA, LLC",14.29
Skyline Financial Corp.,66.67
"Slovin & Associates Co., LPA",88.89
"Small & Small, Attorneys PLLC",100
Smart Auto Leasing,0
Smart Money Alliance,100
SmartCredit LLC,100
Smith & Smith Investors LTD,86.67
Smith Debnam Narron Drake Saintsing & Myers LLP,95.71
"Smith Law Firm, P.C.",100
"Smith, Cohen & Rosenberg LLC",75.86
"Smith, Rouchon & Associates, Inc.",100
"Smith, Slusky, Pohren & Rogers, LLP",50
"Smoky Management, LLC",25
"Snap Mortgage, LLC",100
"Snap Recovery, Inc.",100
Snellings Law LLC,0
Snow and Sauerteig LLP,100
"SoFi Mortgage, LLC",100
SoLo Funds Inc.,100
"Social Finance, Inc.",99.7
"Soja Management Services, LLC",100
"Sokaogon Finance, Inc.",93.100000000000009
Sol Acceptance,100
"Solace Financial, LLC",16.669999999999998
Solar Mosaic LLC,95.240000000000009
"Solidifi US, Inc.",100
Solidus Group LLC.,74.03
"Solomon and Solomon, P.C.",97.98
"Solutions To Portfolios, LLC",92
Sombrero Capital LLC,100
Sommars & Associates,100
Sonali Exchange Co. Inc,33.33
"Sonnek & Goldblatt, Ltd.",100
"Sonnenschein Financial Services, Inc.",100
"Sortis Financial, Inc.",93.24
Sound Collection Services,70.37
Source Receivables Management LLC,99.71
South Carolina State Housing Finance and Development Authority,100
South Carolina Student Loan Corp,100
South Coast Doc Prep,100
South East Collection Specialist,0
"South Fork Funding, inc.",100
South Gate Financial LLC,100
South Mississippi Collection Services Inc.,95
"South River Mortgage, LLC",100
South West Recovery Inc (CA),100
"South West Recovery, Inc.",0
"SouthLaw, P.C.",100
Southeast Finance Inc.,11.110000000000001
Southeastern Mortgage Corporation,0
Southern Auto Finance Co,100
"Southern Credit Adjusters, Inc.",100
"Southern Credit Recovery, Inc.",88.89
Southern Fidelity Mortgage,100
Southern Fidelity Mortgage Group of Huntsville,100
"Southern Financial Systems, Inc.",94.740000000000009
"Southern Freedom Financial Services, LLC",50
"Southern Loans, Inc.",100
Southern Management Systems Inc.,100
Southern Mortgage Corp.,100
"Southern Oregon Credit Service, Inc.",100
"Southern Service Systems, Inc.",88.24
Southern Star Automotive Inc.,100
"Southern Star Capital, L.L.C.",100
Southern Tier Credit Center Inc,0
Southwest Acceptance Finance Co,50
Southwest Business Corporation,96.95
"Southwest Collection Services, LLC",100
"Southwest Credit Systems, L.P.",92.09
"Southwest Finance, L.L.C.",100
Southwest Mediation Service,93.75
"Southwest Recovery Services, Inc.",97.84
Southwest Stage Funding,96.49
"Southwestern Investors Group, LLC",36.36
"Sovereign Lending Group, Incorporated",91.43
Spec Hoffman Auto Sales Inc.,100
"Special Financing Company, LLC",100
Specialized Loan Servicing Holdings LLC,98.98
"Specialized Management Services, Inc.",64.29
"Specialized collection systems, inc.",100
"Specified Credit Association, Inc.",80.77
Speedee Cash Management,77.78
"SpeedyCash, Inc.",100
"Spero Solutions, Inc.",28.57
