company_name,percent
"Spina & Lavelle, P.C.",100
Spiriter LLC,0
"Splash Financial, Inc.",100
"Sportsman's Credit, LLC",33.33
"Sprechman & Associates, P.A.",91.67
Spring Equity LLC,78.95
"Spring Oaks Capital, LLC",99.86
Springboard CDFI,100
Springer Collections Inc.,69.57
"Springfield Recovery, Inc.",66.67
"Sprout Holdings, LLC",0
"Sprunger Law Office, LLC",100
Square Inc,99.02
"Square One Financial, LLC",40
"St John Rossin & Burr, PLLC",16.669999999999998
St.John Cobb Inc,92.31
"Stallings Financial Group, Inc.",100
Standard Mortgage Group LLC,100
"Stanislaus Credit Control Service, Inc.",91.2
"StanleyAFE, LLC",100
"Star Loans of Texas, Inc.",100
"Starkes Law Firm, L.L.C.",100
Starmark Financial LLC,100
Start Connecting dba USA Student Debt Relief,100
"State Cap Auto Finance, Inc",100
"State Collection Service, Inc.",99.660000000000011
State Finance Company,66.67
State Home Mortgage,35.42
Statebridge Company,86
"States Recovery Systems, Inc.",99.11
States Resources Corp.,100
"States Title Holding, Inc.",100
Statewide Credit Services Corp.,91.490000000000009
"Statewide Mortgage, LLC",100
"Staunton Financial, Inc.",100
"Stearns Ventures, LLC",95.7
"Steel River Systems, LLC",100
"Stein Law, P.C.",100
"Stein, Wiener & Roth, LLP",71.43
Stellantis Financial Services US Corp.,100
"Stellar Recovery, Inc.",98.53
"Stenger & Stenger, P.C",99.429999999999993
"Stephen Einstein & Associates, P.C.",86.79
"Stephen L. Bruce, P.C.",91.67
"Stephens and Michaels Associates, Inc.",92.31
"Steps Home Loans, LLC",100
Sterling  Hill Financial,100
"Sterling & Associates, LLC",7.41
Sterling Asset Resolution LLC,0
"Sterling Atlantic Law Group, PC",66.67
Sterling Credit Corp.,90
Sterling Home Loans Inc,100
Sterling Infosystems Inc.,97.03
Sterling Mortgage Services,100
Stern & Stern. P.C.,100
"Stern Recovery Services, Inc.",90
"Stevens Business Service, Inc.",100
Stewart Information Services,96.77
Stewart Title of Sacramento\Placer,100
"Stewart, Zlimen & Jungers, Attorneys, Ltd.",93.33
"Stillman Law Office, LLC, Farmington Hills, MI Branch",98.11
Stilt Inc,72.72999999999999
"Stokes & Wolf, P.C.",100
"Stone Creek Financial, Inc",100
Stone Higgs & Drexler,100
Stonebridge Lending Inc.,100
"Storehouse Mortgage, LLC",100
"Strada Education Network, Inc.",0
"Straley & Otto, P.A.",50
Stratedge Inc,100
"Strategic Alliances, Inc.",87.18
"Strategic Automotive Servicing, LLC",100
Strategic Dealer Services,50
"Strategic Financial Solutions, LLC",12.5
"Strategic Funding, Inc.",100
Stratus Financial LLC,100
Strauss Factor Laing & Lyons,100
"Streamline Financial Group, Inc.",100
Streamline Recovery Inc,59.46
"Stride Funding, Inc.",100
"Strive Lending, Inc.",100
"Stuart-Lippman and Associates, Inc",89.84
"Student Account Management Services, LLC",100
Student Advisor Center LLC,0
Student Aid Experts,16.669999999999998
Student Aid Foundation,100
Student Apex,100
Student Assist Plus LLC,95.45
"Student Connections, LLC",100
Student Debt Center LLC,66.67
Student Debt Consolidating,50
Student Debt Consolidation LLC,100
"Student Debt USA, LLC",20
"Student Funding Corporation of America, Inc.",100
"Student Loan Care, LLC",55.559999999999995
"Student Loan Control, LLC",100
Student Loan Debt Agency,6.67
Student Loan Direct,100
Student Loan Discharge Options LLC,0
Student Loan Finance Corporation,97.009999999999991
Student Loan Financial Assistance,33.33
"Student Loan Freedom, LLC",50
"Student Loan Processing Direct, INC",3.1300000000000003
"Student Loan Solutions, LLC",100
"Student Loans Consolidated, Inc",66.67
Student Relief LLC,100
Student Services,64.86
"Student Zoom, LLC",18.18
Students Come First,72.72999999999999
Students First Limited Liability Co.,100
"Styner Enterprises, Inc., Menifee, CA Branch",100
Suburban Credit Corporation,98.72999999999999
Suburban Mortgage Company of New Mexico,85.71
"Success Mortgage, LLC",25
Suffolk Consulting Group Inc,100
Sullivan & Terranova,40
"Sullivan Asset Management, LLC",50
Sulphur Bank Rancheria Enterprises,80
"Sum Investments, Inc.",100
"Summerfield Mortgage, LLC",100
"Summit Account & Computer Service, Inc.",100
"Summit AmeriFirst Holdings, Inc.",100
"Summit Collection Services, Inc.",90
Summit Consumer Group,0
Summit Financial Corp.,57.89
Summit Horizon Financial Services,23.080000000000002
Summit Mortgage Corporation,100
"Summit Mortgage Group, LLC",100
SunTx Capital Partners,6.9
"Suna Capital III, LLC",100
"Sunbit, Inc.",100
Sunlan Corporation,100
Sunlight Financial LLC,100
"SunnyHill Financial, Inc.",100
"Sunset Management, Inc",100
Sunset Marketing Group LLC. DBA Acceptance Financial,100
"Sunset Solutions Group, LLC",0
Sunshine State Credit,100
"Superior Adjustment, Inc.",92.86
"Superior Holdings, LLC",100
"Superior Home Loans, Inc.",100
Superior Settlement Services LLC,100
"Support Collectors, Inc.",94.44
Supreme Lending,95.240000000000009
Supreme Solutions,100
Sure Recovery Service LLC,100
Surepay Lending Group LLC,100
"Surf Consultants, Inc.",100
"Susan J. Szwed, P.A.",100
"Suttell, Hammer & White, P.S",85.9
Swan Financial Corporation,60
"Swartz & Brough, Inc",100
Swe Homes LP,78.95
"Sykes,Bourdon,Ahern & Levy, P.C.",42.86
Sylvania Acceptance Corporation,100
"Syncapay, Inc",63.33
Synergetic Communication Inc,99.29
"Synergy One Lending, Inc.",100
"Synerprise Consulting Services, Inc.",97.78
Synovus Bank,99.8
"Synter Resource Group, LLC.",97.44
"Systematic National Collection, Inc.",80.39
"Szuba & Associates, PLLC",100
"T & I Enterprises, LLC",100
"T & O Recoveries, LLC",100
"T.J. FINANCIAL, INC.",100
T.S. Holdings,99.92
T2 Financial LLC,100
TAG Financial Services Inc.,0
"TAG Intermediate Holding Company, LLC",100
TAMMAC HOLDINGS CORP,100
TASO Group LLC,100
TAYLOR MORRISON HOME FUNDING,100
TCAR Inc,50
TCF & ASSOCIATES,0
TCF FINANCIAL CORPORATION,98.460000000000008
TCF NATIONAL BANK,97.63
TCN Inc,100
TD BANK US HOLDING COMPANY,99.960000000000008
"TDF Financial Services, Inc.",0
TDS Financial LLC,0
TEAM USA MORTGAGE L.L.C.,100
TENET HEALTHCARE CORPORATION,88.51
"TEXAS CAPITAL BANCSHARES, INC.",100
TEXAS HIGHER EDUCATION COORDINATING BOARD,82.43
TFC Credit Corporation,0
TFC Credit Corporation of California,85.71
"TFC Group, LLC",75
TFLC Trust,0
TFS FINANCIAL CORPORATION,100
TGA,100
TH Professional & Medical Collections LTD,100
"THE GENESIS GROUP, INC.",100
THE GUERRINI LAW FIRM,100
"THE J.D. STUART LAW GROUP, LLC",100
"THE JUDGE LAW FIRM, A LAW CORPORATION",100
"THE MONEY HOUSE, INC.",78.57
THE MORTGAGE EXPERTS LLC,100
THE STUDENT LOAN HELP CENTER,0
"THE VALLE LAW FIRM, P.A.",0
THIRD FINANCIAL SERVICES CORP,42.86
"THRIVE MORTGAGE, LLC",92.86
"TIAA, FSB",97.48
TICE ASSOCIATES INC,100
"TIDEWATER FINANCE COMPANY, INC.",97.37
TIDEWATER MORTGAGE SERVICES,100
TITLE FINANCIAL CORPORATION,100
"TJC Mortgage, Inc.",87.5
TJR Asset Recovery LLC,0
"TK Credit Recovery, Inc",100
"TLP Mortgage Advisors, LLC",100
TMAGNUSONE Inc,25
TMX Finance LLC,93.600000000000009
"TNT Financial, Inc.",80
TOLEDO FINANCE CORPORATION,87.1
TOLL BROTHERS INC,100
TOP FLITE FINANCIAL INC,75
TOPA EQUITIES,100
TOTAL MORTGAGE SERVICES LLC,100
TOWER MORTGAGE CORPORATION,100
TOWN & COUNTRY ACCEPTANCE CORPORATION,83.33
TOWNE MORTGAGE COMPANY,96.77
"TOWNE MORTGAGE, LLC",83.33
TOWNEBANK,100
TOYOTA MOTOR CREDIT CORPORATION,99.97
"TPI ASSET MANAGEMENT, LLC",0
TRACO INVESTMENT CORP,100
"TRANSCARD, LLC",100
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",99.94
TRANSWORLD SYSTEMS INC,99.95
"TRIAD FINANCIAL SERVICES, INC.",95.83
"TRICO FINANCIAL SERVICES, LLC",0
"TRIDENT MORTGAGE COMPANY, LP",62.5
TRINITY CREDIT SERVICES,100
TRINITY HOPE ASSOCIATES,79.31
TRN Financial LLC,100
"TRUEBILL, INC",75
"TRUHOME SOLUTIONS, LLC",92.11
TRUIST FINANCIAL CORPORATION,97.25
TRUSTMARK CORPORATION,99.11999999999999
"TSALTA FINANCIAL COMPANY, LLC",100
TSC Accounts Receivable Solutions,95.45
"TSG Collections, LLC",50
Tactical Mortgage LLC,100
Tal Lewis Incorporated,50
"Talbot, Adams, & Moore, Inc.",92.06
Tally Technologies,100
Tan Oak Financial,100
"Tango Delta Financial, Inc.",100
TapTap Send Inc.,75
Tate and Kirlin Assoc,82.3
"Taurus Law Group, P.C.",66.67
"Tavelli Co., Inc. dba Tavco Credit Services",100
"TaxServ, LLC",93.33
"Taylor Arbitration,LLC",100
"Taylor Law, PLLC",77.78
"Taylor Pigue Marchetti & Blair, PLLC",0
"Tayne Law Group, P. C.",100
Team Recovery Inc.,92.31
"Tebo Financial Services, Inc.",96.3
Tecco Systems,12.5
TekCollect Inc.,98.839999999999989
Telerecovery Corporation,13.209999999999999
Telsa Motors Inc,98.91
"Tenaglia & Hunt, PA",98.04
Tenant Data Services Inc,100
"Tennessee Quick Cash, Inc.",73.33
Terrill Outsourcing Group,97.39
Tesani Management Inc,100
"TexCap Financial, LLC",81.820000000000007
Texan Financial Services Inc,100
Texas Guaranteed,94.47
"Texas National Holding, LLC",100
Texas Professional Mortgage LLC,100
"Thaddeus Bechtle Attorney at Law, LPC",66.67
Thaxton Investment Corporation,98.09
Thayer Properties Inc. DBA Residential First Capital,100
The AAA Company,0
"The Academy Law Group, P.A.",100
"The Accounts Retrievable System, Inc.",100
"The Affiliated Group, Inc",98.460000000000008
"The Allen Daniel Associates, Inc.",100
The B & F Corporation d/b/a OK Loan Service,100
"The Barton Law Group, LLC",0
The Best Credit Group,0
"The Best Service Co.,Inc",99.02
"The Borland Law Firm, LLC (Closed)",25
The Borrowing Club,100
"The Bureaus, Inc.",99.09
"The CBE Group, Inc.",100
The CFM Group,38.89
"The CKB Firm, P.C.",50
"The CMI Group, Inc.",100
The Cadle Company,91.67
The Capital Good Fund,100
"The Castle Law Group, LLC (Closed)",50
"The Check Cashing Place, Inc.",100
The Cherrington Firm PLLC,47.06
"The Chusid Law Firm, LLC",100
The Claims Center LLC,66.67
The Collection Agency LLC,100
The Collection Bureau Inc.,0
The Collection Connection,82.76
"The Commercial Collection Corporation of New York, Inc.",100
The Cooper Mediation Firm LLC,0
The Credit Laboratory,100
"The Day Law Firm, LLC.",100
"The DeGrasse Law Firm, P.C.",100
The Dunning Law Firm APC,100
The Eastbrooke Group LLC,22.220000000000002
"The Finance Co, LLC",16.669999999999998
"The Grimes Legal Group, LLC",100
"The Grogan Law Group, LLC",100
The Hallstrom Law Firm PLLC,100
The Hamilton Law Association,11.110000000000001
The Home Loan Expert LLC,100
The J. G. Wentworth Company,94.67
The Judgment Group,50
"The LGM Co., Inc.",62.5
The Law Firm of Allan C. Smith,88.24
The Law Firm of Krisor & Associates,50
"The Law Firm of Ryan E. Calef and Associates, LLC",50
The Law Office of Daniel Slane,93.75
The Law Office of Edwin B. Parry,100
The Law Office of Ginger Crosby Zuravel,100
The Law Office of John P. Frye P.C.,100
"The Law Office of Michael A. Priddle, LLC",100
The Law Office of Nicole Hillman,100
"The Law Office of Patrick V. Foltz, P.C.",0
The Law Office of Richard M Kitrick Esq. LLC,100
"The Law Offices of Barry J. Gammons, PLLC",33.33
"The Law Offices of Burr & Reid, LLP",90.48
The Law Offices of Daniel C. Consuegra,37.5
The Law Offices of Erskine and Fleisher,60
"The Law Offices of Frederic I. Weinberg & Associates, P.C.",100
"The Law Offices of Gerald E Moore & Associates, PC",89.47
"The Law Offices of Gregory Alexandrides, LLC",90
"The Law Offices of Jennifer McCoy, PC",100
"The Law Offices of Kenosian & Miele, LLP",39.39
The Law Offices of Matthew R. Wildermuth,100
The Law Offices of Mitchell D. Bluhm & Associates,100
"The Law Offices of Quinn M. Kofford, P.C.",100
"The Law Offices of Richard W. Krieg, LLC",100
"The Lemoine Group, Inc",100
"The Lending Source, Ltd.",100
"The Levinbook Law Firm, P.C.",100
"The Leviton Law Firm, Ltd.",91.3
The Loan Tree Corp,100
"The Lueder Law Firm, LLC",100
"The McHughes Law Firm, LLC",90
The Minacs Group (USA) Inc.,63.639999999999993
The Money Company,50
The Moore Law Group,98.570000000000007
"The Mortgage Specialists, Inc.",50
"The Nguyen Law Firm, PLC",100
"The Orange Coast Company, LLC",25
"The Outsource Group, Inc",99.9
The Phoenix Recovery Group,90.98
The Receivable Management Services LLC,99.72
"The Regional Adjustment Bureau, Incorporated",99.31
"The Rickel Law Firm, P.C.",100
The Rose Law Firm PLLC,100
The Satterwhite Law Firm PC,100
"The Savings Group, Inc.",100
"The Sayer Law Group, P.C.",100
"The Schreiber Law Firm, PLLC",50
The Shindler Law Firm,40
The Singer Law Group,100
The Star Financial,33.33
"The Stark Collection Agency, Inc.",90
"The Student Loan Project, Inc.",0
"The Thomas Agency, Inc.",19.509999999999998
"The Westmoore Group, LLC",100
"The Wilber Law Firm, P.C.",36.36
"The Wilhelm Law Group, LLC",50
"The Winn Brown Law Firm, LLC",100
The Wirbicki Law Group LLC,0
Thingy Thing Inc. dba Extra,100
"Thomas & Thomas Attorneys and Counselors at Law, LLC",100
Thomas & Williams LLC,83.33
"Thomas F. Farrell, P.C.",25
"Thomas George Associates, Ltd.",88.24
"Thomas Kerns McKnight, LLP",66.67
"Thomas Law Firm, P.C.",100
"Thomas, King & Associates",73.08
"Thomason Law Firm, LLC",100
"Thompson O'Brien Kemp & Nasuti, P.C.",33.33
Thompson Steinberg,0
"Thrash and Thrash, PLLC",0
Three Affiliated Tribes a/k/a Mandan Hidatsa Arikara Nation,100
"Three B Financial, LLC",100
Thrift Investment Corp.,93.75
"Thrift McLemore, LLC",100
"Thrifty Loans, LLC",100
Thrive National Corporation,25
"Thrivepoint Financial Holdings, Inc.",57.69
Thrivest,100
"ThunderRoad Financial, LLC",100
"Thunderbird Collection Specialists, Inc.",82.1
"Thunderbird Finance Management, LC",100
"Tiburon Financial, LLC",88.89
Tidalwave Finance Corporation,63.639999999999993
Tiempo Finance Company Inc,100
"Tier Capital, LLC",100
"Tiffany & Bosco, P.A.",100
"Time Investment Company, Inc.",100
Time Investment Corporation,100
"TimeMark Solutions, Inc",100
"Timios, Inc.",100
"Timothy C. Runyan, P.C.",90.91
Tiptree Financial Inc.,100
"Titan Receivables, Inc.",91.07
Titan Revenue Solutions,100
"Titan Title & Closing, LLC",100
TitanPrep Inc,0
Titanium Funds,86.67
Title Security Agency LLC,100
Title Tree Holdings LLC,100
Title on Demand of NJ Inc.,100
Title365 Holding Co.,100
TitleMax LLC,100
"Todd, Bremer & Lawson, Inc.",98.33
"Tona Mortgage, LLC",100
Top Credit Consulting,100
Top Flight Assistance (Top Flight Credit Assistance),0
"Top Used Cars, Inc",100
Torin D. Togut,100
Tormey Bewley Corporation,99.11
"Torres Credit Services, Inc.",98.21
Torriere Holdings INC,100
Total Auto Finance,100
"Total Card, Inc.",98.56
"Total Customer Service, Inc.",88
Total Debt Assistance Group,0
Total Finance AC LLC,90
"Total Loan Company, LLC",100
"Total Recovery Services, Inc",90
Total Recovery Solutions,50
"Touchstone Partners, Inc.",100
"Tower Loan of Mississippi, Inc.",99.460000000000008
"Town & Country Mortgage Services, INC.",100
Town Financial Corporation,42.86
"Town Square Mortgage & Investments, LLC",50
Townstone Financial Inc,66.67
Toyota Credit De Puerto Rico Corp.,100
"TradeStation Group, Inc.",100
"Trademark Management Solutions, LLC.",91.67
Trans National Credit Corporation,100
Trans-Fast Remittance LLC,37.78
Transcontinental Credit & Collection Corp,52.83
TransferWise Ltd,96.39
"Transfermate, Inc.",100
"Transfinancial Companies, Inc",99.24
Transform Credit Inc.,100
"Travelex NY, Inc.",64.29
"Trebar Financial Services, Inc.",50
"TreeMac Funding Group, LLC",100
"Trevathan Law Firm, APLC",100
Tri-Cities Finance Company,100
Tri-Counties Accounts Adjustment Bureau,73.33
"Tri-Emerald Financial Group, Inc.",50
"Tri-State Adjustments, Inc.",93.75
TriMark Financial Solutions DBA Distressed Mortgage Solutions,100
"TriStar Finance, Inc.",100
TriStar Mortgage Corp,0
"TriVerity, Inc.",100
"Tribal Lending Enterprise, Inc.",67.77
"Trident Asset Management, L.L.C.",73.4
"Trinity Enterprises Partners, LLC",66.67
"Trinity Financial Services, LLC",88.17
Trinity Reverse Mortgage,100
"Trio Financial Technologies, Inc. DBA Finch",100
Triple AC Resolutions,25
"Tritium Card Services, Inc., Naples, FL Branch",0
"Triton Management Group, Inc",80
"Trojan Professional Services, Inc.",100
"Tromberg, Morris & Poulin, PLLC",100
"Troy Capital, LLC",84.61999999999999
"True Link Financial, Inc.",100
TrueAccord Corp.,97.6
"Truemper, Titiner & brouch Ltd",100
Trust Financial LLC,76.19
Trustpoint Lending Corporation,100
"Tsarouhis Law Group, LLC",71.43
Tucker Financing Inc.,0
Tulsa Adjustment Bureau,98.82
"Tunnell & Raysor, P.A.",100
Turner Acceptance Corp.,97.92
Turning Point Solutions LLC,99.460000000000008
"Tuten Title and Escrow, LLC",100
Twin City Motors Inc,33.33
"Two Rivers Title Company, LLC",100
TyKy,100
U DRIVE ACCEPTANCE CORPORATION,28.57
U.S. Auto Credit Corporation,82.93
U.S. Auto Sales Inc.,81.96
U.S. BANCORP,99.71
"U.S. Collections West, Inc.",96.34
"U.S. Equity Advantage Holdings, Inc.",100
"U.S. Home Capital, LLC",0
"U.S. IMPACT, INC.",100
UBS BANK USA,96.36
"UHG, LLC",96.67
"ULRS, Inc.",92.16
UMB FINANCIAL CORPORATION,97.84
UMPQUA HOLDINGS CORPORATION,98.509999999999991
"UNIFOUR FINANCIAL SERVICES, LLC",100
UNITED ATLANTIC MORTGAGE CORP OF VIRGINIA,100
UNITED AUTO ACCEPTANCE,65.45
"UNITED BANKSHARES, INC.",99.21
UNITED COMMUNITY BANK,96.47
UNITED CREDIT CORP. OF SOUTHAVEN,100
"UNITED FIDELITY FUNDING, CORP",100
UNITED GUARANTY CORPORATION,93.75
UNITED MORTGAGE CORP,100
"UNITED ONE RESOURCES, INC.",100
UNITED PACIFIC BANK,62.5
UNITED SECURITY FINANCIAL,83.33
UNITED SERVICES AUTOMOBILE ASSOCIATION,99.36
UNITED STUDENT LOAN SOLUTIONS,50
UNIVERSAL ACCEPTANCE CORPORATION (NE),100
"UNIVERSAL COLLECTION SYSTEMS, INC",91.43
UNIVERSAL LENDING CORP.,90
UNIVERSAL MTG & FINANCE,100
"UPSTATE PREMIER MORTGAGE, INC",100
"URS Holding, LLC",98.11
"URS Solutions, LLC",0
"US Best Credit Solutions, Inc.",100
US Gold Cards Inc,50
US MORTGAGE CORPORATION,76.47
"US Military Loans, Inc.",100
US Mortgage Resolution LLC,100
US WIDE FINANCIAL,33.33
"USA Cash Services Management, Inc.",80
"USA Credit Solutions, Inc",0
USA DISCOUNTERS LTD,95.45
USA Service Finance LLC,94.12
USCB Corporation,97.83
"USCB, Inc.",93.179999999999993
USForex Inc.,66.67
USI Solutions Inc.,98.45
Uber Technologies Inc.,54.24
"Udren Law Offices, P.C.",27.779999999999998
Ultimate Analysis Billing,100
UnBanked,85.71
"Unbank Company, LLP",100
Underwood James and Associates LLC,0
"Underwood Law Firm, LLC",80
Unified Global Group,84.38
Unified Lending Inc.,100
Unified Retrieval Solutions llc,66.67
Unifin Inc.,99.19
Unifirst Mortgage Corporation,60
"Union Adjustment Company, Inc.",97.22
Union Credit Corporation,94.12
Union Home Mortgage Corp,98.13
"Unique Management Services, Inc",97.56
"Uniquity Financial, LLC",0
"Unisa, Inc",100
"Unitas Lending, LLC",100
United Acceptance Inc.,90.2
"United Accounts, Inc.",98.28
United Built Homes LLC,100
"United Check Recovery Bureau, Inc.",81.820000000000007
"United Check Recovery, LLC",33.33
"United Collection Bureau, Inc.",99.64
United Collection Service Inc (Closed),16.669999999999998
"United Collection Service, Inc (FL)",98.460000000000008
"United Compliance Services, LLC",42.86
"United Consumer Finance, Inc.",100
United Consumers Inc,98.4
United Credit Education Services,66.67
United Credit Service Inc,100
United Credit and Collections Inc.,97.92
"United Debt Counselors, LLC",94.59
"United Debt Holdings, LLC",84.78
"United Docu Prep, Inc.",50
United Financial Service,78.57
"United Funding Logistics, LLC",100
United Group Inc.,100
United Home Loan Services Inc.,100
"United Military Mortgage, LLC",94.12
United Mortgage Lending LLC,100
"United Mortgage Resolution, LLC",100
"United Mortgage Services, LLC",0
"United Mortgage,  LLC",50
United Mutual Funding Corp,100
United National Services,10
United One Mortgage Inc.,100
United PanAm Financial Corp.,98.06
United Portfolio Corp.,100
"United Recovery Group, LLC (Closed)",98.28
United Recovery Solutions,20.51
United Recovery Worldwide LLC,78.57
"United Resource Systems, Inc",97.52
United Revenue Collection Service,100
United Revenue Corporation,100
"United Services Veterans Mortgage, LLC",100
"United Shore Financial Services, LLC",99.32
United Student Aid (USA) Funds,99.09
United Student Loan Assistance Center,100
"United We Collect, Inc.",100
Unity Asset Management,90
"Universal Account Servicing, LLC",90.48
"Universal Capital Services, Inc.",100
"Universal Credit Services, Inc",100
Universal Envoy Corporation,100
Universal Fidelity LP,95.52000000000001
